id,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,runtime,status,tagline,title,Keywords,revenue,collection_name,has_collection,num_genres,all_genres,genre_Drama,genre_Comedy,genre_Thriller,genre_Action,genre_Romance,genre_Crime,genre_Adventure,genre_Horror,genre_Science Fiction,genre_Family,genre_Fantasy,genre_Mystery,genre_Animation,genre_History,genre_Music,num_companies,production_company_Warner Bros.,production_company_Universal Pictures,production_company_Paramount Pictures,production_company_Twentieth Century Fox Film Corporation,production_company_Columbia Pictures,production_company_Metro-Goldwyn-Mayer (MGM),production_company_New Line Cinema,production_company_Touchstone Pictures,production_company_Walt Disney Pictures,production_company_Columbia Pictures Corporation,production_company_TriStar Pictures,production_company_Relativity Media,production_company_Canal+,production_company_United Artists,production_company_Miramax Films,production_company_Village Roadshow Pictures,production_company_Regency Enterprises,production_company_BBC Films,production_company_Dune Entertainment,production_company_Working Title Films,production_company_Fox Searchlight Pictures,production_company_StudioCanal,production_company_Lionsgate,production_company_DreamWorks SKG,production_company_Fox 2000 Pictures,production_company_Summit Entertainment,production_company_Hollywood Pictures,production_company_Orion Pictures,production_company_Amblin Entertainment,production_company_Dimension Films,num_countries,production_country_United States of America,production_country_United Kingdom,production_country_France,production_country_Germany,production_country_Canada,production_country_India,production_country_Italy,production_country_Japan,production_country_Australia,production_country_Russia,production_country_Spain,production_country_China,production_country_Hong Kong,production_country_Ireland,production_country_Belgium,production_country_South Korea,production_country_Mexico,production_country_Sweden,production_country_New Zealand,production_country_Netherlands,production_country_Czech Republic,production_country_Denmark,production_country_Brazil,production_country_Luxembourg,production_country_South Africa,num_languages,language_English,language_Français,language_Español,language_Deutsch,language_Pусский,language_Italiano,language_日本語,language_普通话,language_हिन्दी,language_,language_Português,language_العربية,language_한국어/조선말,language_广州话 / 廣州話,language_தமிழ்,language_Polski,language_Magyar,language_Latin,language_svenska,language_ภาษาไทย,language_Český,language_עִבְרִית,language_ελληνικά,language_Türkçe,language_Dansk,language_Nederlands,language_فارسی,language_Tiếng Việt,language_اردو,language_Română,num_cast,cast_name_Samuel L. Jackson,cast_name_Robert De Niro,cast_name_Morgan Freeman,cast_name_J.K. Simmons,cast_name_Bruce Willis,cast_name_Liam Neeson,cast_name_Susan Sarandon,cast_name_Bruce McGill,cast_name_John Turturro,cast_name_Forest Whitaker,cast_name_Willem Dafoe,cast_name_Bill Murray,cast_name_Owen Wilson,cast_name_Nicolas Cage,cast_name_Sylvester Stallone,genders_0_cast,genders_1_cast,genders_2_cast,cast_character_,cast_character_Himself,cast_character_Herself,cast_character_Dancer,cast_character_Additional Voices (voice),cast_character_Doctor,cast_character_Reporter,cast_character_Waitress,cast_character_Nurse,cast_character_Bartender,cast_character_Jack,cast_character_Debutante,cast_character_Security Guard,cast_character_Paul,cast_character_Frank,num_crew,crew_name_Avy Kaufman,crew_name_Robert Rodriguez,crew_name_Deborah Aquila,crew_name_James Newton Howard,crew_name_Mary Vernieu,crew_name_Steven Spielberg,crew_name_Luc Besson,crew_name_Jerry Goldsmith,crew_name_Francine Maisler,crew_name_Tricia Wood,crew_name_James Horner,crew_name_Kerry Barden,crew_name_Bob Weinstein,crew_name_Harvey Weinstein,crew_name_Janet Hirshenson,genders_0_crew,genders_1_crew,genders_2_crew,jobs_Producer,jobs_Executive Producer,jobs_Director,jobs_Screenplay,jobs_Editor,jobs_Casting,jobs_Director of Photography,jobs_Original Music Composer,jobs_Art Direction,jobs_Production Design,jobs_Costume Design,jobs_Writer,jobs_Set Decoration,jobs_Makeup Artist,jobs_Sound Re-Recording Mixer,departments_Production,departments_Sound,departments_Art,departments_Crew,departments_Writing,departments_Costume & Make-Up,departments_Camera,departments_Directing,departments_Editing,departments_Visual Effects,departments_Lighting,departments_Actors
363,3300000,,tt4629032,ru,А зори здесь тихие...,"It is late spring of 1942, and the Great Patriotic War is in full swing. A long way off from the front-line, at some God-forgotten junction, the Germans make an air landing operation in an attempt to get through to the Kirov railway and the White Sea - the Baltic Sea Canal. These aren't just ordinary paratroopers. This is a team of seasoned and highly trained infiltrators, the elite of the Waffen-SS, superhumans. The only thing in their way is an anti-aircraft artillery unit of corporal Vaskov and five young women in training. It may seem like a fight of local significance, but the countrys main strategic transportation artery is at stake. Can the corporal and his 'petite newbies' prevent Nazi sabotage and at what cost?",4.445867,/nfhRW4KfD0gBod7qmMlOAlg8cOD.jpg,4/30/15,120.0,Released,,The Dawns Here Are Quiet,{},5249225,0,0,2,Drama War,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0
364,15400000,,tt2053425,fr,De rouille et d'os,"Put in charge of his young son, Ali leaves Belgium for Antibes to live with his sister and her husband as a family. Ali's bond with Stephanie, a killer whale trainer, grows deeper after Stephanie suffers a horrible accident.",8.400049000000001,/cHCwW8xPl8yPKQwpNzKVinwvirT.jpg,5/17/12,123.0,Released,,Rust and Bone,"[{'id': 494, 'name': 'father son relationship'}, {'id': 14785, 'name': 'underwater'}, {'id': 155529, 'name': 'killer whale'}, {'id': 159433, 'name': 'surveillance camera'}, {'id': 185467, 'name': 'antibes'}, {'id': 185469, 'name': 'animal park'}, {'id': 207819, 'name': 'accident'}]",25762027,0,0,2,Drama Romance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,5,4,0,1,2,1,1,1,1,1,1,1,0,1,2,0,6,2,4,2,3,5,5,2,1,5,1,0
365,90000000,,tt0140352,en,The Insider,"Tells the true story of a 60 Minutes television series exposé of the tobacco industry, as seen through the eyes of a real tobacco executive, Jeffrey Wigand",11.3569,/sYQsmMl4oG56NtFaNkDxuJhhODa.jpg,10/28/99,157.0,Released,Two men driven to tell the truth... whatever the cost.,The Insider,"[{'id': 470, 'name': 'spy'}, {'id': 918, 'name': 'newspaper'}, {'id': 3664, 'name': 'research'}, {'id': 4434, 'name': 'interview'}, {'id': 6357, 'name': 'tobacco'}, {'id': 8231, 'name': 'insider'}, {'id': 11208, 'name': 'conspiracy theory'}, {'id': 12193, 'name': 'reporter'}, {'id': 209799, 'name': 'whistleblower'}, {'id': 211141, 'name': 'columbia broadcasting system (cbs)'}, {'id': 219681, 'name': 'tobacco industry'}]",60289912,0,0,2,Drama Thriller,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,10,30,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,14,2,0,1,2,3,1,1,2,3,1,1,0,0,1,0,8,2,9,2,2,8,2,4,3,2,0,0
366,7000,http://www.primermovie.com,tt0390384,en,Primer,"Friends/fledgling entrepreneurs invent a device in their garage that reduces the apparent mass of any object placed inside it, but they accidentally discover that it has some highly unexpected capabilities -- ones that could enable them to do and to have seemingly anything they want. Taking advantage of this unique opportunity is the first challenge they face. Dealing with the consequences is the next.",7.15307,/pYiAYDn3ltw9Fq7izODuq7oWYwX.jpg,10/8/04,77.0,Released,What happens if it actually works?,Primer,"[{'id': 1448, 'name': 'distrust'}, {'id': 2101, 'name': 'garage'}, {'id': 3394, 'name': 'identity crisis'}, {'id': 4379, 'name': 'time travel'}, {'id': 5455, 'name': 'time machine'}, {'id': 6009, 'name': 'mathematics'}, {'id': 10183, 'name': 'independent film'}, {'id': 14779, 'name': 'paradox'}, {'id': 162356, 'name': 'mechanical engineering'}]",424760,0,0,3,Drama Science Fiction Thriller,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0
367,12000000,http://www.sonypictures.com/movies/heavenisforreal/,tt1929263,en,Heaven is for Real,"Heaven is for Real recounts the true story of a small-town father who must find the courage and conviction to share his son's extraordinary, life-changing experience with the world. Four-year-old Colton shares the details of his amazing journey with childlike innocence and speaks matter-of-factly about things that happened before his birth... things he couldn't possibly know.",7.883710000000001,/70CMoPOVPRzBmZiW0DXSU8Yvukt.jpg,4/16/14,99.0,Released,Unlock the mystery,Heaven is for Real,"[{'id': 818, 'name': 'based on novel'}, {'id': 6150, 'name': 'faith'}, {'id': 185722, 'name': 'based on true events'}]",101332962,0,0,1,Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,2,3,1,2,1,1,1,1,0,0,0,0,0,0,0,9,1,0,0,2,0,1,1,1,0,0,0
368,0,,tt0133385,fr,Astérix & Obélix contre César,"Set in 50 B.C., Asterix and Obelix are living in a small but well-protected village in Gaul, where a magic potion concocted by Druids turns the townsfolk into mighty soldiers. When Roman troops carve a path through Gaul to reach the English Channel, Caesar and his aide de camp Detritus discover the secret elixir and capture the Druid leader who knows its formula, and Asterix and Obelix are sent off to rescue them.",8.150265,/cqdTiCbQNqBMZPBkqhM3NynM5Xa.jpg,2/1/99,109.0,Released,The Gauls are revolting!,Asterix & Obelix Take on Caesar,"[{'id': 588, 'name': 'rome'}, {'id': 836, 'name': 'resistance'}, {'id': 1405, 'name': 'roman empire'}, {'id': 1721, 'name': 'fight'}, {'id': 2369, 'name': 'sinti and romanies '}, {'id': 3035, 'name': 'roman'}, {'id': 5049, 'name': 'ancient rome'}, {'id': 5572, 'name': 'fistfight'}, {'id': 8493, 'name': 'asterix'}, {'id': 194576, 'name': 'julius caesar'}]",1644060,Asterix and Obelix Collection,1,4,Adventure Comedy Family Fantasy,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,1,1,1,1,2,0,1,2,0,0,0,0,0,0,0,2,2,0,0,3,0,1,2,2,0,0,0
369,0,,tt3471098,en,Maggie's Plan,"Maggie 's plan to have a baby on her own is derailed when she falls in love with John, a married man, destroying his volatile marriage to the brilliant and impossible Georgette. But one daughter and three years later, Maggie is out of love and in a quandary: what do you do when you suspect your man and his ex wife are actually perfect for each other?",6.068689,/yZO9gUIbD1jzx93Ft7jCTpm2dPs.jpg,4/27/16,98.0,Released,Chapter One: Maggie Meets John,Maggie's Plan,"[{'id': 187056, 'name': 'woman director'}, {'id': 212795, 'name': 'blended family'}]",3351735,0,0,3,Comedy Drama Romance,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,2,0,1,2,1,0,0,0
370,3300000,https://www.facebook.com/thelazaruseffect,tt2918436,en,The Lazarus Effect,"Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her.",5.840554,/3oqjCN38pb7MI5i8lUlDQd4IAeA.jpg,1/29/15,83.0,Released,Evil will rise.,The Lazarus Effect,"[{'id': 321, 'name': 'terror'}, {'id': 1706, 'name': 'experiment'}, {'id': 6155, 'name': 'afterlife'}, {'id': 9853, 'name': 'paranormal'}, {'id': 14819, 'name': 'violence'}, {'id': 34079, 'name': 'death'}, {'id': 156075, 'name': 'evil'}, {'id': 169816, 'name': 'researcher'}, {'id': 178646, 'name': 'possesion'}]",64110728,0,0,2,Horror Thriller,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,6,8,4,0,1,2,1,2,1,0,1,1,1,0,1,1,2,6,7,5,5,2,4,7,2,3,3,1,0
371,0,,tt0095302,en,High Hopes,"Slice-of-life look at a sweet working-class couple in London, Shirley and Cyril, his mother, who's aging quickly and becoming forgetful, mum's ghastly upper-middle-class neighbors, and Cyril's pretentious sister and philandering husband. Shirley wants a baby, but Cyril, who reads Marx and wants the world to be perfect, is reluctant. Cyril's mum locks herself out and must ask her snooty neighbors for help. Then Cyril's sister Valerie stages a surprise party for mum's 70th birthday, a disaster from start to finish. Shirley holds things together, and she and Cyril may put aside her Dutch cap after all.",1.369216,/uvO3R1lxtYBQVWQff9y91OJEJvW.jpg,9/1/88,112.0,Released,,High Hopes,"[{'id': 10183, 'name': 'independent film'}]",1192322,0,0,2,Comedy Drama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
372,13100000,http://www.thankyouthefilm.com/,tt1720254,hi,Thank You,"The film is about three husbands having affairs outside their marriage. One of their wives hires a detective named Kishen and finds out that their husbands are cheating. Their wives find out when Kishen scares them by blind folding them and when they tell their girlfriends list, Sanjana gets hurt and leaves and tries to commit suicide but Kishen helps her.",1.417392,/3v3DU1UZRy4W5JeIcMZHUJnlCBZ.jpg,4/8/11,140.0,Released,Husbands will say sorry ... Wives will say thank you!,Thank You,{},4100000,0,0,4,Comedy Drama Foreign Romance,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,3,1,1,0,1,1,0,0,0,1,0,3,2,0,0,7,2,4,5,4,0,0,1,1,0,0,0
373,40000000,,tt0159273,en,Behind Enemy Lines,"While flying a routine reconnaissance mission over Bosnia, fighter pilot Chris Burnett photographs something he wasn't supposed to see and gets shot down behind enemy lines, where he must outrun an army led by a ruthless Serbian general. With time running out and a deadly tracker on his trail, Burnett's commanding officer decides to risk his career and launch a renegade rescue mission to save his life.",11.185625,/dl1OgKeKxKQsOAqGM7TZRNozbKf.jpg,11/17/01,106.0,Released,His only weapon is his will to survive.,Behind Enemy Lines,"[{'id': 720, 'name': 'helicopter'}, {'id': 1327, 'name': 'war crimes'}, {'id': 1589, 'name': 'sniper'}, {'id': 1662, 'name': 'bosnia and herzegovina'}, {'id': 2533, 'name': 'fighter pilot'}, {'id': 7973, 'name': 'bosnian war of 1992-1995'}, {'id': 10084, 'name': 'rescue'}, {'id': 10685, 'name': 'escape'}, {'id': 11117, 'name': 'tank'}, {'id': 11872, 'name': 'atrocity'}, {'id': 12371, 'name': 'gunfight'}, {'id': 18543, 'name': 'combat'}, {'id': 162365, 'name': 'military'}, {'id': 168839, 'name': 'mine field'}, {'id': 219404, 'name': 'action hero'}, {'id': 221092, 'name': 'aircraft carrier'}, {'id': 225707, 'name': 'reconnaissance'}, {'id': 226426, 'name': 'mass grave'}]",91753202,Behind Enemy Lines Collection,1,4,Action Drama Thriller War,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,17,1,0,1,0,1,3,1,1,2,1,1,2,0,1,1,6,6,6,7,2,2,7,3,3,8,2,0
374,4500000,,tt0088680,en,After Hours,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho whom he met that evening at a coffee shop.,6.5831610000000005,/s5XkBqUMwE0wQv9NY0XERs64cgs.jpg,9/13/85,97.0,Released,"When it's after midnight in New York City, you don't have to look for love, laughter and trouble. They'll all find you!",After Hours,"[{'id': 236, 'name': 'suicide'}, {'id': 242, 'name': 'new york'}, {'id': 248, 'name': 'date'}, {'id': 1552, 'name': 'subway'}, {'id': 2334, 'name': 'nightclub'}, {'id': 2635, 'name': 'overdose'}, {'id': 2679, 'name': 'artist'}, {'id': 3307, 'name': 'surreal'}, {'id': 3752, 'name': 'night'}, {'id': 4470, 'name': 'punk'}, {'id': 9826, 'name': 'murder'}, {'id': 10901, 'name': 'coincidence'}, {'id': 11578, 'name': 'mobster'}, {'id': 15074, 'name': 'vortex'}, {'id': 162914, 'name': 'one night'}, {'id': 202558, 'name': 'soho'}, {'id': 202559, 'name': 'district'}, {'id': 202560, 'name': 'circumstance'}]",10609321,0,0,3,Comedy Drama Thriller,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,3,0,1,0,1,1,1,1,1,1,1,1,1,0,0,5,1,3,0,1,1,1,1,1,0,0,0
375,500000,,tt0076271,en,Kingdom of the Spiders,"Investigating the mysterious deaths of a number of farm animals, vet Rack Hansen discovers that his town lies in the path of hoards of migrating tarantulas. Before he can take action, the streets are overrun by killer spiders, trapping a small group of towns folk in a remote hotel.",2.884359,/rfTKAin2pR1YMXVqmmnl4n86Wbj.jpg,8/24/77,97.0,Released,"A Living, Crawling, Hell on Earth!",Kingdom of the Spiders,"[{'id': 612, 'name': 'hotel'}, {'id': 1415, 'name': 'small town'}, {'id': 4063, 'name': 'siege'}, {'id': 10183, 'name': 'independent film'}, {'id': 13092, 'name': 'corpse'}, {'id': 14792, 'name': 'tarantula'}, {'id': 34079, 'name': 'death'}, {'id': 158130, 'name': 'animal attack'}, {'id': 195026, 'name': 'spiders'}]",17000000,0,0,2,Horror Science Fiction,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,5,2,1,1,2,2,0,1,0,0,0,0,0,1,2,0,6,0,1,2,4,2,1,2,2,0,0,0
376,16000000,,tt0082869,en,Outland,"Thriller about an honest marshal in a corrupt mining colony on Io, Jupiter's sunless third moon, who is determined to confront a violent drug ring even though it may cost him his life. After his wife angrily deserts him, he waits alone for the arrival of killers hired by the company to eliminate him. Futuristic remake of ""High Noon"".",6.918821,/vft2bkcEqBsEKyBlAxRPcpnJ7ig.jpg,5/22/81,112.0,Released,On Jupiter's moon something deadly is happening.,Outland,"[{'id': 306, 'name': 'jupiter'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 1502, 'name': 'marshal'}, {'id': 4183, 'name': 'wife'}, {'id': 4565, 'name': 'dystopia'}, {'id': 4627, 'name': 'earth'}, {'id': 211487, 'name': 'space centre'}]",17374595,0,0,1,Science Fiction,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,10,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,2,5,3,2,1,3,4,1,1,0,0,0
377,30000000,,tt0134067,en,The Rugrats Movie,"Tommy faces responsibility when Dil, his new baby brother, is born. As with all newborns, the child becomes a bane to Tommy and the rest of his gang. They decide to return Dil to where he came from, the hospital, but they get lost along the way. Can they find their way home and can Tommy and Dil learn to get along?",5.1543730000000005,/sL7JLbcAbI3aeNxJI7BBhuiaR4G.jpg,11/20/98,79.0,Released,,The Rugrats Movie,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 1009, 'name': 'baby'}, {'id': 1526, 'name': 'home'}, {'id': 3725, 'name': 'pregnancy and birth'}, {'id': 9663, 'name': 'sequel'}, {'id': 9963, 'name': 'kids and family'}, {'id': 10267, 'name': 'comedy'}, {'id': 13149, 'name': 'pregnancy'}, {'id': 179430, 'name': 'aftercreditsstinger'}]",100491683,Rugrats Collection,1,2,Animation Family,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,3,0,1,0,0
